"title_id","content_id","store_classification_2","store_classification_3","serialstation_classification","name"
"BCES-00141","EP9000-BCES00141_00-LBPDLCMARVLK0001",NULL,NULL,"DLC","Little Big Planet - Marvel Level Kit"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000037",NULL,NULL,"DLC","Little Big Planet - Metal Gear Solid - Solid Snake Costume"
"BCES-00141","EP9000-BCES00141_00-AVALBP2SACKBOT01",NULL,NULL,"Avatar","Little Big Planet - Sackbot Avatar"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000006",NULL,NULL,"DLC","Little Big Planet - Space Suit Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCMARVCO0007",NULL,NULL,"DLC","Little Big Planet - Spider-Man Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCDSINLK0001",NULL,NULL,"DLC","Little Big Planet - The Incredibles Level Kit"
"BCES-00141","EP9000-BCES00141_00-LBPDLCORIGCP0001","ADD-ON","NA","DLC","LittleBigPlanet - Creator Pack 1 – Level Kit"
"BCES-00141","EP9000-BCES00141_00-LBPDLCORIGCO0020","ADD-ON","NA","DLC","LittleBigPlanet - Sacktue of Liberty Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCORIGCO0019","ADD-ON","NA","DLC","LittleBigPlanet - Solstice Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCSEGACK0001","ADD-ON","NA","DLC","LittleBigPlanet - Sonic the Hedgehog - Costume Kit"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000018",NULL,NULL,"Unknown","LittleBigPlanet™ BumBum Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCORIGCO0030","ADD-ON","NA","DLC","LittleBigPlanet Cap"
"BCES-00141","EP9000-BCES00141_00-IGCLBPORIGCO0010","ADD-ON","NA","DLC","LittleBigPlanet Chinese New Year Costumes"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000033","ADD-ON","LEVEL/MISSION","DLC","LittleBigPlanet Festive Goodies Level Kit"
"BCES-00141","EP9000-BCES00141_00-LBPDLCORIGCO0014","ADD-ON","NA","DLC","LittleBigPlanet Fragrances – Costume Kit"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000046","ADD-ON","NA","DLC","LittleBigPlanet Groundhog Day Costume"
"BCES-00141","EP9000-BCES00141_00-IGCLBPORIGCO0002","ADD-ON","NA","DLC","LittleBigPlanet Halloween Mask"
"BCES-00141","EP9000-BCES00141_00-LBPDLCORIGCO0025","ADD-ON","NA","DLC","LittleBigPlanet Limited Edition Birthday Cake Costume"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000002","ADD-ON","NA","DLC","LittleBigPlanet Nariko Costume"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000032","ADD-ON","NA","DLC","LittleBigPlanet Santa Coat and Boots Costume"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000031","ADD-ON","NA","DLC","LittleBigPlanet Santa Hat and Beard Costume"
"BCES-00141","EP9000-BCES00141_00-IGCLBPORIGCO0012","ADD-ON","NA","DLC","LittleBigPlanet St Patrick's Day Costume"
"BCES-00141","EP9000-BCES00141_00-IGCLBPORIGCO0007","ADD-ON","NA","DLC","LittleBigPlanet Turkey Head Costume"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000047","ADD-ON","LEVEL/MISSION","DLC","LittleBigPlanet Valentine's Day – Level Kit"
"BCES-00141","EP9000-BCES00141_00-IGCLBPSONYCK0002","ADD-ON","NA","DLC","LocoRoco Costume Kit"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000021","ADD-ON","NA","DLC","LocoRoco Costume Kit"
"BCES-00141","EP9000-BCES00141_00-LBPDLCSONYCO0020","ADD-ON","NA","DLC","Madison Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCMARVCK0001",NULL,NULL,"DLC","Marvel Costume Kit 1"
"BCES-00141","EP9000-BCES00141_00-LBPDLCMARVCK0002",NULL,NULL,"DLC","Marvel Costume Kit 2"
"BCES-00141","EP9000-BCES00141_00-LBPDLCMARVCK0003",NULL,NULL,"DLC","Marvel™ Costume Pack 3"
"BCES-00141","EP9000-BCES00141_00-LBPDLCMARVCK0004",NULL,NULL,"DLC","Marvel™ Costume Pack 4"
"BCES-00141","EP9000-BCES00141_00-AVLITTLEBI000006","AVATAR","NA","Avatar","Marvin Avatar"
"BCES-00141","EP9000-BCES00141_00-IGCLBPKMGSCO0001","ADD-ON","NA","DLC","Metal Gear Solid – Costume Kit"
"BCES-00141","EP9000-BCES00141_00-IGCLBPKMGSLK0001","ADD-ON","LEVEL/MISSION","DLC","Metal Gear Solid – Level Kit"
"BCES-00141","EP9000-BCES00141_00-IGCLBPKMGSCO0003","ADD-ON","NA","DLC","Metal Gear Solid: Meryl Silverburgh Costume"
"BCES-00141","EP9000-BCES00141_00-IGCLBPKMGSCO0005","ADD-ON","NA","DLC","Metal Gear Solid: Raiden Costume"
"BCES-00141","EP9000-BCES00141_00-IGCLBPKMGSCO0004","ADD-ON","NA","DLC","Metal Gear Solid: Screaming Mantis Costume"
"BCES-00141","EP9000-BCES00141_00-IGCLBPKMGSCO0002","ADD-ON","NA","DLC","Metal Gear Solid: Solid Snake Costume"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000034",NULL,NULL,"DLC","Metal Gear Solid Level Kit"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000038",NULL,NULL,"Unknown","Metal Gear Solid®: Meryl Silverburgh Costume"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000040",NULL,NULL,"Unknown","Metal Gear Solid®: Raiden Costume"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000039",NULL,NULL,"Unknown","Metal Gear Solid®: Screaming Mantis Costume"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000036",NULL,NULL,"Unknown","Metal Gear Solid® – Costume Kit"
"BCES-00141","EP9000-BCES00141_00-LBPDLCORIGLK0005","ADD-ON","NA","DLC","Mm Music Pack"
"BCES-00141","EP9000-BCES00141_00-LBPDLCSONYCO0024","ADD-ON","CHARACTER","DLC","ModNation Racers Tag Costume"
"BCES-00141","EP9000-BCES00141_00-IGCLBPORIGCO0013","ADD-ON","NA","DLC","Monkey King Costume"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000062","ADD-ON","NA","DLC","Monkey King Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCORIGCK0002","ADD-ON","NA","DLC","Monsters Costume Kit"
"BCES-00141","EP9000-BCES00141_00-LBPDLCORIGLK0003","ADD-ON","LEVEL/MISSION","DLC","Monsters Level Kit"
"BCES-00141","EP9000-BCES00141_00-LBPDLCORIGCK0004","ADD-ON","NA","DLC","More Animals! Costume Kit"
"BCES-00141","EP9000-BCES00141_00-IGCLBPSONYCO0005","ADD-ON","NA","DLC","MotorStorm Costume"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000019","ADD-ON","NA","DLC","MotorStorm Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCORIGCO0023","ADD-ON","NA","DLC","Mozart Costume"
"BCES-00141","EP9000-BCES00141_00-AVLITTLEBI000003","AVATAR","NA","Avatar","My Moon Avatar"
"BCES-00141","EP9000-BCES00141_00-LBPDLCSNYPCO0002","ADD-ON","NA","DLC","No Ghosts Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCORIGMP0002","ADD-ON","NA","DLC","Norse Mythology Mini Pack"
"BCES-00141","EP9000-BCES00141_00-LBPDLCSONYCO0023","ADD-ON","NA","DLC","Origami Costume"
"BCES-00141","EP9000-BCES00141_00-IGCLBPSONYCO0012","ADD-ON","NA","DLC","Patapon Costume"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000057","ADD-ON","NA","DLC","Patapon Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCORIGCO0028","ADD-ON","NA","DLC","Peacock Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCDSPCCK0001",NULL,NULL,"DLC","Pirates of the Caribbean Costume Kit"
"BCES-00141","EP9000-BCES00141_00-LBPDLCSONYMP0004","ADD-ON","NA","DLC","Rag Doll Kung Fu – Costume Kit"
"BCES-00141","EP9000-BCES00141_00-LBPDLCORIGCO0031","ADD-ON","NA","DLC","Rare Cap"
"BCES-00141","EP9000-BCES00141_00-IGCLBPRARECO0001","ADD-ON","NA","DLC","Rare Prize Crown"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000004","ADD-ON","NA","DLC","Rare Prize Crown"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000005",NULL,NULL,"Unknown","Rare Week 1 T-shirt"
"BCES-00141","EP9000-BCES00141_00-IGCLBP2KADCO0004","ADD-ON","NA","DLC","Rogue Trooper Costume"
"BCES-00141","EP9000-BCES00141_00-IGCLBPCPSFCO0001","ADD-ON","NA","DLC","Ryu Costume"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000027","ADD-ON","NA","DLC","Ryu Costume"
"BCES-00141","EP9000-BCES00141_00-IGCLBPCOMPCO0003","ADD-ON","NA","DLC","Sack in the Box Costume"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000022","ADD-ON","NA","DLC","Sack in the Box Costume"
"BCES-00141","EP9000-BCES00141_00-IGCLBPCOMPCO0001","ADD-ON","NA","DLC","Sack-Eating Plant Costume"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000013","ADD-ON","NA","DLC","Sack-Eating Plant Costume"
"BCES-00141","EP9000-BCES00141_00-AVLITTLEBI000015",NULL,NULL,"Unknown","Sackboy Algérie"
"BCES-00141","EP9000-BCES00141_00-AVLITTLEBI000001","AVATAR","NA","Avatar","Sackboy Avatar"
"BCES-00141","EP9000-BCES00141_00-LBPDLCORIGCO0015","ADD-ON","NA","DLC","Sackula Costume"
"BCES-00141","EP9000-BCES00141_00-AVLITTLEBI000013",NULL,NULL,"Avatar","Santa Avatar"
"BCES-00141","EP9000-BCES00141_00-IGCLBPORIGCO0009","ADD-ON","NA","DLC","Santa Coat and Boots Costume"
"BCES-00141","EP9000-BCES00141_00-IGCLBPORIGCO0008","ADD-ON","NA","DLC","Santa Hat and Beard Costume"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000017","ADD-ON","NA","DLC","Seerose-Kostüm"
"BCES-00141","EP9000-BCES00141_00-LBPDLCSONYCO0022","ADD-ON","NA","DLC","Shelby Costume"
"BCES-00141","EP9000-BCES00141_00-AVLITTLEBI000004","AVATAR","NA","Avatar","Sky Avatar"
"BCES-00141","EP9000-BCES00141_00-LBPDLCSNYPCO0004","ADD-ON","NA","DLC","Slimer Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCSEGACO0001","ADD-ON","NA","DLC","Sonic the Hedgehog Costume"
"BCES-00141","EP9000-BCES00141_00-IGCLBPORIGCO0001","ADD-ON","NA","DLC","Spacesuit Costume"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000061",NULL,NULL,"DLC","St Patrick's Day Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCSNYPCO0001","ADD-ON","NA","DLC","Stay Puft Costume"
"BCES-00141","EP9000-BCES00141_00-IGCLBPCPSFCK0001","ADD-ON","NA","DLC","Street Fighter – Costume Kit"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000026","ADD-ON","NA","DLC","Street Fighter – Costume Kit"
"BCES-00141","EP9000-BCES00141_00-LBPDLCSEGACO0004","ADD-ON","NA","DLC","Tails Costume"
"BCES-00141","EP9000-BCES00141_00-IGCLBPSONYCO0006","ADD-ON","NA","DLC","Toro Costume"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000020","ADD-ON","NA","DLC","Toro Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCORIGCO0029","ADD-ON","NA","DLC","Turtle Costume"
"BCES-00141","EP9000-BCES00141_00-IGCLBPORIGLK0002","ADD-ON","LEVEL/MISSION","DLC","Valetines Day Level Kit-IGC"
"BCES-00141","EP9000-BCES00141_00-LBPDLCSONYSK0002","ADD-ON","NA","DLC","Verabee Original Sticker Kit"
"BCES-00141","EP9000-BCES00141_00-LBPDLCSONYCO0017","ADD-ON","NA","DLC","Wander Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCWARNCK0001","ADD-ON","NA","DLC","Watchmen Costume Kit"
"BCES-00141","EP9000-BCES00141_00-LBPDLCWARNCO0001","ADD-ON","NA","DLC","Watchmen: Nite Owl Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCWARNCO0002","ADD-ON","NA","DLC","Watchmen: Ozymandias Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCWARNCO0003","ADD-ON","NA","DLC","Watchmen: Rorschach Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCWARNCO0004","ADD-ON","NA","DLC","Watchmen: Silk Spectre Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCSEGACO0002","ADD-ON","NA","DLC","Werehog Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCORIGCO0017","ADD-ON","NA","DLC","Werewolf Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCLEV5CK0001","ADD-ON","NA","DLC","White Knight Chronicles Costume Kit"
"BCES-00141","EP9000-BCES00141_00-LBPDLCLEV5CO0002","ADD-ON","NA","DLC","White Knight Chronicles: Black Knight Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCLEV5CO0003","ADD-ON","NA","DLC","White Knight Chronicles: Dragon Knight Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCLEV5CO0004","ADD-ON","NA","DLC","White Knight Chronicles: Leonard Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCLEV5CO0001","ADD-ON","NA","DLC","White Knight Chronicles: White Knight Costume"
"BCES-00141","EP9000-BCES00141_00-IGCLBPSONYCK0003","ADD-ON","NA","DLC","WipEout – Costume Kit"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000044",NULL,NULL,"Unknown","WipEout® – Costume Kit"
"BCES-00141","EP9000-BCES00141_00-LBPDLCSONYCO0014","ADD-ON","NA","DLC","Yorda Costume"
"BCES-00141","EP9000-BCES00141_00-IGCLBPCPSFCO0004","ADD-ON","NA","DLC","Zangief Costume"
"BCES-00141","EP9000-BCES00141_00-PLITTLEBIG000030","ADD-ON","NA","DLC","Zangief Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCORIGCO0018","ADD-ON","NA","DLC","Zombie Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCSONYCO0018","ADD-ON","NA","DLC","inFAMOUS Costume"
"BCES-00141","EP9000-BCES00141_00-AVLITTLEBI000016",NULL,NULL,"DLC","Sackboy Argentina"
"BCES-00141","EP9000-BCES00141_00-AVLITTLEBI000017",NULL,NULL,"DLC","Sackboy Australia"
"BCES-00141","EP9000-BCES00141_00-AVLITTLEBI000018",NULL,NULL,"DLC","Sackboy Brasil"
"BCES-00141","EP9000-BCES00141_00-AVLITTLEBI000019",NULL,NULL,"DLC","Sackboy Cameroun"
"BCES-00141","EP9000-BCES00141_00-AVLITTLEBI000020",NULL,NULL,"DLC","Sackboy Chile"
"BCES-00141","EP9000-BCES00141_00-AVLITTLEBI000021",NULL,NULL,"DLC","Sackboy Côte d'Ivoire"
"BCES-00141","EP9000-BCES00141_00-LBPDLCDSINCO0001",NULL,NULL,"DLC","The Incredibles Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCDSPCCO0001",NULL,NULL,"DLC","Pirates of the Caribbean Sack Sparrow Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCDSPCCO0002",NULL,NULL,"DLC","Pirates of the Caribbean Barbossa Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCMARVCO0001",NULL,NULL,"DLC","Iron Man Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCMARVCO0002",NULL,NULL,"DLC","Thing Costume"
"BCES-00141","EP9000-BCES00141_00-LBPDLCMARVCO0013",NULL,NULL,"DLC","Invisible Woman Costume"
"PCSF-00211","EP9000-PCSF00211_00-LBPVKIOSKPREVIEW",NULL,NULL,"Demo","LittleBigPlanet™ PlayStation®Vita Kiosk Demo"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCNDOGCK0001","ADD-ON","COSTUME/SKIN","DLC","LBP 2 PlaystationMove Heroes: Jak & Daxter Costume Pack"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCINSOCK0001","ADD-ON","COSTUME/SKIN","DLC","LBP 2 PlaystationMove Heroes: Ratchet & Clank Costume Pack"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCSUPUCK0001","ADD-ON","COSTUME/SKIN","DLC","LBP 2 PlaystationMove Heroes: Sly Cooper Costume Pack"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCORIGCO0051","ADD-ON","COSTUME/SKIN","DLC","LITTLEBIGPLANET 3 NEW YEAR FIREWORKS COSTUME"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCDSTSLK0001",NULL,NULL,"DLC","Little Big Planet 2 - Toy Story Level Kit (+ Alien Costume)"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCDSFRCO0001","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 - Anna Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCDSFRCO0002","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 - Elsa Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCDSFRCO0003","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 - Kristoff"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCDSMFMP0001","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 - Maleficent Minipack"
"BCUS-98245","UP9000-BCUS98245_00-LBP2CALENDAR0001","THEME","DYNAMIC","Dynamic Theme","LittleBigPlanet 2 2013 Calendar Dynamic Theme"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCSQEXCO0005","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Aerith Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCLBPCUPCO14","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Algeria Soccer Fan Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCSONYCO0038","ADD-ON","NA","DLC","LittleBigPlanet 2 Alias Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCORIGCO0048","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Angler Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCORIGCO0054","ADD-ON","CHARACTER","DLC","LittleBigPlanet 2 Anglerfish Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCWBDCCO0015","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Aquaman Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCORIGCO0092","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Arabic Costumes Minipack"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCLBPCUPCO01","ADD-ON","NA","DLC","LittleBigPlanet 2 Argentina Soccer Fan Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCUBACCO0002","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Assassin's Creed Revelations Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCLBPCUPCO15","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Australia Soccer Fan Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCORIGLK0008","ADD-ON","NA","DLC","LittleBigPlanet 2 Autumn Seasonal Creator Kit"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCSONYCK0008","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 BEYOND Two Souls Costume Pack"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCWBDCCO0009","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Batgirl Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCWBDCCO0006","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Batman Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCLBPCUPCO16","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Belgium Soccer Fan Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCBIOSCO0005","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 BioShock Infinite Booker DeWitt Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCBIOSCK0001","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 BioShock Infinite Costume Pack"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCBIOSCO0001","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 BioShock Infinite Elizabeth Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCBIOSCO0004","ADD-ON","NA","DLC","LittleBigPlanet 2 BioShock Infinite Handyman Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCBIOSCO0003","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 BioShock Infinite Motorized Patriot Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCBIOSCO0002","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 BioShock Infinite Songbird Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCBIOSMP0001","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Bioshock Costume Pack"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCWBDCCO0004","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Bizarro Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCORIGCO0088","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Blue Beach Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCSNYPCO0008","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Boris Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCLBPCUPCO17","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Bosnia and Herzegovina Soccer Fan Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCWBDCCO0005","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Brainiac Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCLBPCUPCO02","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Brazil Soccer Fan Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCORIGCO0040","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Bulldog Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCLBPCUPCO18","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Cameroon Soccer Fan Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCLBPCUPCO34","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Cangaceiro Bandit Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCORIGCK0006","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Cats Costume Pack"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCWBDCCO0011","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Catwoman Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCORIGCO0049","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Caver Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCLBPCUPCO03","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Chile Soccer Fan Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCSQEXCO0002","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Cloud Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCDSTRCO0001","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Clu Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCORIGCO0034","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Cobra Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCSONYCO0041","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Cole Freeman Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCLBPCUPCO04","ADD-ON","NA","DLC","LittleBigPlanet 2 Colombia Soccer Fan Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCEAMECO0001","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Commander Shepard Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCORIGCO0076","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Cossack Warrior Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCLBPCUPCO19","ADD-ON","NA","DLC","LittleBigPlanet 2 Costa Rica Soccer Fan Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCORIGCO0086","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Cosy Green Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCLBPCUPCO20","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Croatia Soccer Fan Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCORIGCO0032","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Crocodile Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCORIGLK0010","ADD-ON","NA","DLC","LittleBigPlanet 2 Cross-Control Level Kit"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCWBDCCK0001","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 DC Comics Costume Pack 1"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCWBDCCK0002","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 DC Comics Costume Pack 2"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCWBDCCK0003","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 DC Comics Costume Pack 3"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCWBDCCK0004","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 DC Comics Costume Pack 4"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCWBDCLK0001","ADD-ON","LEVEL/MISSION","DLC","LittleBigPlanet 2 DC Comics Premium Level Kit"
"BCUS-98245","UP9000-BCUS98245_00-DCCOMICSPASS0000","ADD-ON","NA","DLC","LittleBigPlanet 2 DC Comics Season Pass"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCORIGCK0018","ADD-ON","NA","DLC","LittleBigPlanet 2 DLC LBP3 Character T-Shirt Pack"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCRARECO0008","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 DLC Rare Week 1 T-shirt Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCORIGCO0041","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Dalmatian Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCORIGCO0065","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Damsel in Distress Costume"
"BCUS-98245","UP9000-BCUS98245_00-LBPDLCEADSCO0001","ADD-ON","COSTUME/SKIN","DLC","LittleBigPlanet 2 Dead Space: Isaac Clarke Costume"
